Start state index,Action index,Finish state index,Probability for Triple,Reward for Triple,Prob x Reward
111,0.008928553571437499,7.999999999999997,2.6475411866666674,0.07142842857149996,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 2, 3, 0, 3, 0, 3, 0, 18, 2, 18]"
112,0.005102030612250001,7.805556000001171,2.1867786073919504,0.039824185657637644,"[19, 0, 19, 0, 1, 0, 2, 2, 14, 0, 21, 2, 21, 0, 21, 0, 0, 2, 0, 0, 17, 2, 17]"
113,0.017857107142874997,7.666666666666665,2.647541186666667,0.13690448809537495,"[19, 0, 9, 2, 6, 0, 16, 0, 3, 2, 3, 2, 3, 0, 3, 0, 18, 2, 18]"
114,0.004464276785718749,8.333333333333337,2.647541186666667,0.037202306547656265,"[19, 0, 9, 2, 6, 0, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 24, 2, 24]"
115,0.008928553571437499,7.999999999999998,2.5110078533333335,0.07142842857149997,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 2, 3, 0, 18]"
116,0.005102025510219387,8.166667833334502,1.7975476893866682,0.04166654761916072,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 0, 15, 0, 15, 0, 11, 0, 23]"
117,0.035714214285749994,7.333333333333332,2.511007853333334,0.2619042380954999,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 2, 3, 0, 18]"
118,0.002232140625,8.05158616666667,2.3516742169057627,0.017972272578304697,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 0, 21, 0, 21, 0, 21, 0, 0, 0, 17, 2, 17]"
119,0.00446428125,7.5515861666666675,2.3319676318832987,0.03371240453160938,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 0, 0, 2, 0, 2, 0]"
120,0.0089285625,7.345237166666668,2.3508420180586165,0.06558240911990627,"[19, 0, 1, 0, 2, 2, 14, 0, 21, 2, 21, 0, 21, 0, 21, 0, 0, 2, 0, 0, 17, 2, 17]"
121,0.0089285625,7.345237166666668,2.3508420180586165,0.06558240911990627,"[19, 0, 1, 0, 2, 2, 14, 0, 21, 0, 21, 0, 21, 2, 21, 0, 0, 2, 0, 0, 17, 2, 17]"
122,0.14285685714299998,6.333333333333335,2.5110078533333335,0.904760095239,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 2, 3, 2, 3]"
123,0.017857107142874997,7.66666666666667,2.5110078533333335,0.13690448809537503,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 0, 3, 0, 24]"
124,0.008928553571437499,8.000000000000004,2.511007853333334,0.07142842857150002,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 0, 24, 2, 24]"
125,0.00446428125,7.591268500000002,2.335296427271886,0.033889557628265635,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 2, 21, 2, 21, 0, 21, 0, 21]"
126,0.020408122449000005,7.11904816666784,2.195561375999997,0.14528640670568627,"[19, 0, 19, 0, 10, 2, 12, 2, 20, 0, 7, 0, 4, 2, 5, 0, 5, 0, 5, 0, 5]"
127,0.035714214285749994,7.000000000000001,2.5110078533333335,0.24999950000024998,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 2, 3, 2, 3]"
128,0.14285685714299998,6.333333333333336,2.511007853333334,0.9047600952390001,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 2, 3, 2, 3]"
129,0.010204051020438774,7.833334500001169,1.8227869137066677,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 0, 15, 0, 15, 2, 15, 2, 15, 0, 11, 0, 23, 2, 23]"
130,0.008928553571437499,7.999999999999997,2.6475411866666674,0.07142842857149996,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 0, 3, 0, 3, 2, 3, 0, 18, 2, 18]"
131,0.0089285625,7.345237166666666,2.3483986589789874,0.06558240911990625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 2, 21, 0, 21, 2, 21, 0, 0, 0, 17]"
132,0.017857107142874997,7.333333333333334,2.5110078533333335,0.13095211904774998,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 0, 3, 0, 3]"
133,0.010204051020438774,7.833334500001168,1.8398535803733342,0.07993174489817517,"[19, 0, 19, 0, 9, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 2, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
134,0.0089285625,7.345237166666666,2.3469007010541234,0.06558240911990625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 0, 2, 0, 2, 0, 0, 17]"
135,0.035714214285749994,7.000000000000002,2.511007853333334,0.24999950000025004,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 2, 3, 2, 3]"
136,0.002232140625,8.051586166666665,2.3516742169057627,0.017972272578304686,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 14, 0, 14, 0, 14, 0, 21, 0, 0, 0, 17, 2, 17]"
137,0.005102025510219387,8.166667833334502,1.8227869137066681,0.04166654761916072,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 0, 15, 2, 15, 0, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
138,0.0089285625,7.3452371666666645,2.350842018058616,0.06558240911990623,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 14, 0, 21, 2, 21, 0, 0, 2, 0, 0, 17, 2, 17]"
139,0.017857107142874997,7.333333333333334,2.5110078533333335,0.13095211904774998,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 3, 0, 3]"
140,0.0089285625,7.345237166666668,2.350842018058616,0.06558240911990627,"[19, 0, 1, 0, 2, 2, 14, 0, 21, 0, 21, 2, 21, 0, 21, 0, 0, 2, 0, 0, 17, 2, 17]"
141,0.008928553571437499,8.000000000000004,2.647541186666667,0.07142842857150002,"[19, 0, 9, 2, 6, 0, 16, 0, 3, 0, 3, 2, 3, 0, 3, 0, 24, 2, 24]"
142,0.004464276785718749,8.333333333333337,2.511007853333334,0.037202306547656265,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 24]"
143,0.005102025510219387,8.1666678333345,1.8398535803733342,0.041666547619160714,"[19, 0, 19, 0, 9, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 2, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
144,0.017857107142874997,7.333333333333335,2.511007853333334,0.13095211904775,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 0, 3, 0, 3]"
145,0.02040810204087755,7.500001166667836,1.8297599441066679,0.15306078911605786,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 0, 11, 0, 23, 2, 23, 2, 23]"
146,0.004464276785718749,8.333333333333337,2.6475411866666674,0.037202306547656265,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 24, 2, 24]"
147,0.017857125,6.8452371666666645,2.331135433036152,0.12223625573981248,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 2, 21, 0, 0, 2, 0, 2, 0, 2, 0]"
148,0.017857107142874997,7.666666666666664,2.5110078533333335,0.13690448809537495,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 0, 18, 2, 18, 2, 18]"
149,0.010204051020438774,7.833334500001168,1.8289309137066676,0.07993174489817517,"[19, 0, 19, 0, 9, 2, 13, 0, 8, 2, 8, 2, 8, 0, 15, 2, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
150,0.0025510127551096936,8.500001166667834,1.8227869137066681,0.02168361139461692,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 0, 15, 0, 15, 0, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
151,0.00446428125,7.698411666666666,2.3516742169057627,0.03436787485828125,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 14, 0, 21, 0, 21, 2, 21, 0, 0, 0, 17, 2, 17]"
152,0.0089285625,7.198411666666666,2.332633390961016,0.0642714684665625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 2, 21, 2, 21, 0, 0, 2, 0]"
153,0.005102025510219387,7.500001166667834,1.7402814587733344,0.03826519727901446,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 2, 15, 0, 15, 0, 15, 0, 15]"
154,0.017857107142874997,7.333333333333335,2.511007853333334,0.13095211904775,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 3, 0, 3]"
155,0.008928553571437499,8.000000000000004,2.5110078533333335,0.07142842857150002,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 3, 0, 24]"
156,0.008928553571437499,8.000000000000002,2.5110078533333335,0.0714284285715,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 0, 24, 2, 24]"
157,0.0089285625,7.198411666666666,2.3319676318832987,0.0642714684665625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 2, 21, 0, 0, 2, 0, 2, 0]"
158,0.010204051020438774,7.166667833334501,1.7402814587733344,0.07312904421788266,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 0, 15, 0, 15, 2, 15, 2, 15]"
159,0.004464276785718749,8.33333333333333,2.5110078533333335,0.03720230654765623,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 18]"
160,0.017857107142874997,7.666666666666666,2.511007853333334,0.13690448809537498,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 0, 3, 0, 18]"
161,0.017857107142874997,7.666666666666664,2.314399853333334,0.13690448809537495,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 2, 16, 2, 16, 0, 3, 0, 3, 0, 18]"
162,0.017857125,6.992062666666665,2.348501458801016,0.12485813704649998,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 0, 0, 2, 0, 2, 0, 2, 0, 0, 17, 2, 17]"
163,0.005102030612250001,7.785714833334502,2.1129860159999967,0.03972295541792155,"[19, 0, 19, 0, 10, 2, 12, 2, 20, 0, 20, 0, 20, 0, 7, 0, 4, 2, 5, 0, 5]"
164,0.017857107142874997,7.666666666666666,2.511007853333334,0.13690448809537498,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 2, 3, 0, 18]"
165,0.0025510127551096936,8.500001166667833,1.8535069137066675,0.021683611394616917,"[19, 0, 19, 0, 9, 2, 13, 0, 8, 0, 15, 0, 15, 0, 15, 2, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
166,0.03571425,6.638888166666665,2.349801769499683,0.23710291170637496,"[19, 0, 1, 0, 2, 2, 14, 0, 21, 2, 21, 2, 21, 0, 0, 2, 0, 2, 0, 0, 17, 2, 17]"
167,0.02040810204087755,7.500001166667836,1.7982109137066677,0.15306078911605786,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 2, 13, 0, 8, 0, 15, 2, 15, 2, 15, 0, 11, 0, 23, 2, 23]"
168,0.010204051020438774,7.833334500001169,1.8118642470400013,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 2, 15, 0, 11, 0, 23, 2, 23]"
169,0.035714214285749994,7.3333333333333295,2.314399853333333,0.26190423809549984,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 2, 16, 2, 16, 0, 3, 0, 18, 2, 18]"
170,0.010204061224500002,6.619048166667841,1.9661853759999979,0.06754117274059314,"[19, 0, 19, 0, 10, 2, 12, 2, 20, 0, 20, 0, 7, 2, 7, 2, 7, 2, 7, 2, 7]"
171,0.005102025510219387,7.500001166667834,1.7402814587733348,0.03826519727901446,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 0, 15, 2, 15, 0, 15, 2, 15]"
172,0.017857107142874997,7.666666666666666,2.511007853333334,0.13690448809537498,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 2, 3, 0, 18]"
173,0.00446428125,7.6984116666666695,2.3516742169057627,0.034367874858281265,"[19, 0, 1, 0, 2, 2, 14, 0, 21, 0, 21, 2, 21, 0, 21, 0, 21, 0, 0, 0, 17, 2, 17]"
174,0.035714214285749994,7.333333333333331,2.6475411866666674,0.2619042380954999,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 2, 3, 2, 3, 2, 3, 0, 18, 2, 18]"
175,0.017857107142874997,7.666666666666664,2.647541186666667,0.13690448809537495,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 0, 3, 2, 3, 0, 18, 2, 18, 2, 18]"
176,0.035714214285749994,7.333333333333331,2.401781186666667,0.2619042380954999,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 2, 16, 0, 3, 2, 3, 0, 18, 2, 18]"
177,0.017857107142874997,7.66666666666667,2.511007853333334,0.13690448809537503,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 0, 24, 2, 24]"
178,0.010204051020438774,7.833334500001169,1.829759944106668,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 0, 11, 0, 23, 2, 23, 2, 23]"
179,0.017857107142874997,7.666666666666663,2.5110078533333335,0.13690448809537492,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 18, 2, 18]"
180,0.00446428125,7.698411666666668,2.3516742169057627,0.03436787485828126,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 0, 0, 0, 17, 2, 17]"
181,0.0089285625,7.345237166666668,2.3498017694996833,0.06558240911990627,"[19, 0, 1, 0, 2, 2, 14, 0, 21, 0, 21, 0, 21, 0, 0, 2, 0, 2, 0, 0, 17, 2, 17]"
182,0.017857107142874997,7.666666666666669,2.5110078533333335,0.136904488095375,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 24, 2, 24]"
183,0.017857107142874997,7.66666666666667,2.6475411866666674,0.13690448809537503,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 2, 3, 2, 3, 0, 3, 0, 24, 2, 24]"
184,0.02040810204087755,7.500001166667836,1.8227869137066677,0.15306078911605786,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 0, 15, 2, 15, 2, 15, 2, 15, 0, 11, 0, 23, 2, 23]"
185,0.010204051020438774,7.166667833334502,1.7402814587733346,0.07312904421788266,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 2, 15, 2, 15, 0, 15, 0, 11]"
186,0.017857107142874997,7.6666666666666705,2.511007853333334,0.13690448809537506,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 2, 3, 0, 24]"
187,0.005102025510219387,7.500001166667834,1.7402814587733346,0.03826519727901446,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 2, 15, 0, 15, 0, 15, 2, 15]"
188,0.0089285625,7.198411666666666,2.332633390961016,0.0642714684665625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 2, 21, 0, 21, 2, 21, 0, 0, 2, 0]"
189,0.017857125,6.9920626666666665,2.3498017694996833,0.1248581370465,"[19, 0, 1, 0, 2, 2, 14, 0, 21, 2, 21, 0, 21, 0, 0, 2, 0, 2, 0, 0, 17, 2, 17]"
190,0.035714214285749994,7.000000000000001,2.5110078533333335,0.24999950000024998,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 0, 3, 0, 3]"
191,0.035714214285749994,7.333333333333337,2.511007853333334,0.26190423809550006,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 0, 24, 2, 24]"
192,0.035714214285749994,7.333333333333335,2.314399853333334,0.2619042380955,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 2, 16, 2, 16, 0, 3, 0, 24, 2, 24]"
193,0.005102025510219387,8.166667833334502,1.822786913706668,0.04166654761916072,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 0, 15, 0, 15, 2, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
194,0.017857125,6.992062666666665,2.350842018058616,0.12485813704649998,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 2, 21, 0, 0, 2, 0, 0, 17, 2, 17]"
195,0.010204051020438774,7.833334500001169,1.803126113706668,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 2, 8, 0, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
196,0.008928553571437499,7.666666666666667,2.5110078533333335,0.06845224404768749,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3]"
197,0.02040810204087755,7.500001166667837,1.778550113706668,0.1530607891160579,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 2, 13, 2, 13, 0, 8, 0, 15, 2, 15, 0, 11, 0, 23, 2, 23]"
198,0.035714214285749994,7.000000000000002,2.511007853333334,0.24999950000025004,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 0, 3, 0, 3]"
199,0.035714214285749994,7.333333333333335,2.5110078533333335,0.2619042380955,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 0, 24, 2, 24, 2, 24]"
200,0.00446428125,7.698411666666666,2.3516742169057627,0.03436787485828125,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 0, 0, 17, 2, 17]"
201,0.005102025510219387,8.500001166667836,2.406627040000002,0.043367222789233856,"[19, 0, 19, 0, 9, 2, 22, 0, 16, 0, 3, 2, 3, 0, 3, 0, 18, 2, 18]"
202,0.0089285625,7.238094,2.3352964272718855,0.06462577465987501,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 2, 21, 2, 21, 0, 21, 2, 21]"
203,0.00446428125,7.5515861666666675,2.33316599822319,0.03371240453160938,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 2, 21, 2, 21, 0, 21, 0, 0]"
204,0.02040810204087755,6.833334500001168,1.7402814587733344,0.1394553877554728,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 2, 15, 2, 15, 0, 15, 2, 15]"
205,0.008928553571437499,7.999999999999997,2.6475411866666674,0.07142842857149996,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 0, 3, 2, 3, 0, 3, 0, 18, 2, 18]"
206,0.010204051020438774,7.166667833334501,1.7402814587733346,0.07312904421788266,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 0, 15, 2, 15, 0, 15, 2, 15]"
207,0.017857125,6.992062666666665,2.3458604524951903,0.12485813704649998,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 0, 2, 0, 2, 0, 2, 0, 0, 17]"
208,0.00446428125,7.5515861666666675,2.332633390961016,0.03371240453160938,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 2, 21, 0, 21, 0, 0, 2, 0]"
209,0.002232140625,7.944443000000003,2.3352964272718855,0.017733113963296885,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 0, 21, 0, 21, 2, 21]"
210,0.008928553571437499,7.666666666666668,2.511007853333334,0.0684522440476875,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3]"
211,0.017857125,6.992062666666665,2.3608867235748185,0.12485813704649998,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 0, 0, 17, 2, 17, 2, 17, 2, 17]"
212,0.0089285625,7.345237166666666,2.34773289990127,0.06558240911990625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 2, 21, 0, 0, 2, 0, 0, 17]"
213,0.017857125,6.9920626666666665,2.349801769499683,0.1248581370465,"[19, 0, 1, 0, 2, 2, 14, 0, 21, 0, 21, 2, 21, 0, 0, 2, 0, 2, 0, 0, 17, 2, 17]"
214,0.008928553571437499,8.000000000000004,2.6475411866666674,0.07142842857150002,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 2, 3, 0, 3, 0, 3, 0, 24, 2, 24]"
215,0.010204051020438774,7.833334500001169,1.822786913706668,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 0, 15, 2, 15, 0, 15, 2, 15, 0, 11, 0, 23, 2, 23]"
216,0.010204051020438774,7.833334500001169,1.7975476893866682,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 2, 15, 2, 15, 0, 11, 0, 23]"
217,0.017857125,6.992062666666665,2.355768664314232,0.12485813704649998,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 2, 21, 0, 0, 0, 17, 2, 17, 2, 17]"
218,0.00446428125,7.698411666666664,2.350842018058616,0.034367874858281244,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 14, 0, 14, 0, 21, 0, 0, 2, 0, 0, 17, 2, 17]"
219,0.035714214285749994,7.333333333333337,2.5110078533333335,0.26190423809550006,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 2, 3, 0, 24]"
220,0.07142842857149999,6.666666666666669,2.511007853333334,0.47618952381000007,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 2, 3, 2, 3]"
221,0.00446428125,7.591268500000002,2.335296427271886,0.033889557628265635,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 2, 21, 2, 21, 0, 21]"
222,0.07142842857149999,6.666666666666668,2.5110078533333335,0.47618952381,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 2, 3, 2, 3]"
223,0.008928553571437499,8.000000000000004,2.647541186666667,0.07142842857150002,"[19, 0, 9, 2, 6, 0, 16, 0, 3, 2, 3, 0, 3, 0, 3, 0, 24, 2, 24]"
224,0.07142842857149999,6.666666666666667,2.314399853333333,0.47618952380999996,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 2, 16, 2, 16, 0, 3, 0, 3, 2, 3]"
225,0.00446428125,7.698411666666668,2.3516742169057627,0.03436787485828126,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 0, 21, 2, 21, 0, 21, 0, 0, 0, 17, 2, 17]"
226,0.008928553571437499,8.000000000000004,2.5110078533333335,0.07142842857150002,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 0, 3, 0, 24]"
227,0.017857107142874997,7.666666666666665,2.6475411866666674,0.13690448809537495,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 2, 3, 0, 3, 2, 3, 0, 18, 2, 18]"
228,0.035714214285749994,7.333333333333334,2.4017811866666667,0.26190423809549995,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 2, 16, 0, 3, 0, 24, 2, 24, 2, 24]"
229,0.017857125,6.952380333333333,2.2326049359999947,0.12414952465987501,"[19, 0, 10, 2, 12, 2, 20, 0, 20, 0, 20, 0, 7, 2, 7, 0, 4, 2, 5, 0, 5]"
230,0.07142842857149999,6.666666666666669,2.511007853333334,0.47618952381000007,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 2, 3, 2, 3]"
231,0.035714214285749994,7.333333333333336,2.5110078533333335,0.26190423809550006,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 0, 24, 2, 24]"
232,0.005102025510219387,8.500001166667841,2.406627040000002,0.043367222789233884,"[19, 0, 19, 0, 9, 2, 22, 0, 16, 0, 3, 2, 3, 0, 3, 0, 24, 2, 24]"
233,0.005102025510219387,7.500001166667835,1.7402814587733346,0.03826519727901446,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 2, 15, 0, 15, 0, 15, 0, 11]"
234,0.010204051020438774,7.833334500001169,1.798210913706668,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 2, 13, 0, 8, 0, 15, 2, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
235,0.010204051020438774,7.833334500001168,1.8535069137066675,0.07993174489817517,"[19, 0, 19, 0, 9, 2, 13, 0, 8, 0, 15, 2, 15, 2, 15, 2, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
236,0.017857107142874997,7.66666666666667,2.511007853333334,0.13690448809537503,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 24, 2, 24]"
237,0.008928553571437499,8.000000000000004,2.511007853333334,0.07142842857150002,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 2, 3, 0, 24]"
238,0.017857125,6.992062666666665,2.349801769499683,0.12485813704649998,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 0, 2, 0, 2, 0, 0, 17, 2, 17]"
239,0.02040810204087755,7.500001166667836,1.7961356070400014,0.15306078911605786,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 2, 8, 2, 8, 0, 15, 0, 11, 0, 23, 2, 23]"
240,0.0089285625,7.345237166666666,2.355768664314232,0.06558240911990625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 0, 0, 17, 2, 17, 2, 17]"
241,0.010204051020438774,7.833334500001169,1.797547689386668,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 2, 15, 0, 15, 0, 11, 0, 23]"
242,0.00446428125,7.698411666666668,2.34773289990127,0.03436787485828126,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 0, 0, 2, 0, 0, 17]"
243,0.02040810204087755,7.500001166667836,1.8521295654400014,0.15306078911605786,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 11, 0, 23, 2, 23, 2, 23, 2, 23]"
244,0.005830886297393588,7.952382666669009,2.0172908799999996,0.046369439122710604,"[19, 0, 19, 0, 19, 0, 10, 2, 12, 2, 20, 0, 7, 2, 7, 0, 4, 2, 5, 0, 5]"
